id,img,label,text,split,text_idx,pseudo_text_idx,pseudo_img_idx
76825,img/76825.png,0,two woman walking home together after a nice day out together,train,34,3765,16
72598,img/72598.png,0,texas churches be like... pew pew pew,train,35,9,4183
43078,img/43078.png,0,i don't always have a heat stroke and get frostbite in the same week but when i do i know i'm in kentucky,train,36,4318,17
51846,img/51846.png,0,doesn't wear tampons because she trips over the string,train,37,10,4975
01569,img/01569.png,0,when you can't decide to pre heat the oven or just throw the meal in right away,train,38,11,6247
95812,img/95812.png,0,happy shot in the face day 5-2-2011,train,39,2969,18
06418,img/06418.png,0,1 bomb every minute,train,40,12,6662
53976,img/53976.png,0,black power comes with a lot of responsibility,train,41,2777,19
70193,img/70193.png,0,that chiken is so black no one is going to eat it,train,42,3097,20
60427,img/60427.png,0,i hope both teams lose,train,43,5139,4984
78395,img/78395.png,0,say the damn pronouns,train,44,3855,3736
04876,img/04876.png,0,goin,train,45,2644,21
92075,img/92075.png,0,we need problem solvers not racist and religious bigots in office,train,46,4080,22
86354,img/86354.png,0,officer down,train,47,13,2380
74386,img/74386.png,1,we said we would never forget why are you voting them into our government?,train,48,14,2666
59613,img/59613.png,1,when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention,train,49,15,3565
10263,img/10263.png,0,"rep. dan crenshaw former navy seal decorated war hero literally lost an eye ""doing something about terrorism"" rep.ocasio-cortez former bartender supports socialism told dan crenshawn he should ""do something about terrorism""",train,50,5766,5611
48279,img/48279.png,0,nice watch must have cost an arm and a leg,train,51,16,7167
52610,img/52610.png,1,i'm sick of politics so here's a pic of michelle obama riding a unicorn,train,52,5248,5090
58371,img/58371.png,0,when you suck at photoshop,train,53,4193,23
27401,img/27401.png,0,for the last time.. i'm not michelle obama,train,54,17,1792
89574,img/89574.png,0,i'm cute,train,55,4280,4150
25473,img/25473.png,0,and then i told them you're going on a fun camping trip,train,56,18,2623
47913,img/47913.png,0,"the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama",train,57,2553,2429
08295,img/08295.png,0,please consider donating water to children in need,train,58,3333,24
02497,img/02497.png,0,you're a wizard motherfucker,train,59,6907,6751
90471,img/90471.png,1,"relax mexicans you are rapists, drug lords and criminals",train,60,6766,6598
69357,img/69357.png,0,hey look at me! i'm a serial pedofile,train,61,19,25
54602,img/54602.png,1,when you just finished shooting a bunch of black kids but accidently killed a squirrel,train,62,5094,4941
15320,img/15320.png,0,obama working to legalize medical cannabis for all of the usa,train,63,2043,1922
63182,img/63182.png,0,my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean,train,64,3835,3720
20619,img/20619.png,1,when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up,train,65,2428,2305
82457,img/82457.png,0,ring ring hello? i've been waiting for your call all damn day!!!,train,66,6185,6014
81059,img/81059.png,0,i like my refugees like this '' '' '',train,67,20,1648
42137,img/42137.png,0,when you get hungry you can either think about it or..,train,68,5205,26
74530,img/74530.png,1,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven,train,69,21,3270
40832,img/40832.png,0,taking photo with a mosque,train,70,5653,5497
46127,img/46127.png,0,"""ay, tone. how'd da gas stay in if da door is made of wood?""",train,71,22,3586
87594,img/87594.png,0,"what do i have in common with cow pies? the older we get, the easier for you to pick us up!",train,72,23,7023
12548,img/12548.png,0,running chocolate,train,73,24,3568
12894,img/12894.png,0,"imagine, if you will an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free",train,74,2530,2405
02476,img/02476.png,0,im never doing a garden again!,train,75,2176,27
06937,img/06937.png,1,"coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion",train,76,2209,2088
05762,img/05762.png,0,"listen bitch, before you start fucking with me you should know my team is bigger",train,77,2265,2141
40259,img/40259.png,0,masturbation it's not just for men,train,78,6327,6160
85072,img/85072.png,0,what is this sleep of which you speak?,train,79,3806,3697
46537,img/46537.png,0,"oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice",train,80,2978,2850
56432,img/56432.png,0,"what if i told you that you cant ""tolerate"" a person who agrees with you? """,train,81,4862,28
39805,img/39805.png,0,look both ways before you cross the street,train,82,4653,4500
29163,img/29163.png,1,what kind of punch can take out 20 kids and 6 adults? a sandy hook,train,83,25,3598
36072,img/36072.png,0,"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink",train,84,4817,4659
60147,img/60147.png,0,meditation before going to school,train,85,5080,29
90583,img/90583.png,1,we can kill as many as we want and your stupid government keeps bringing us in,train,86,26,30
38612,img/38612.png,0,so there is this new implant that can actually fix stupid,train,87,27,31
52097,img/52097.png,1,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash",train,88,6853,6700
34961,img/34961.png,0,this cat is pushing a watermelon out of a lake. your argument is invalid,train,89,5621,5465
15803,img/15803.png,1,what do you call a retarded jew? auschwistic,train,90,28,3683
89762,img/89762.png,0,that blackened chicken was so dry it reminded me of your mother,train,91,3229,20
38465,img/38465.png,0,"yo dawg, i heard you like memes  so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes",train,92,3741,32
53289,img/53289.png,0,when everybody's worried about their ex but you're just here enjoying your lemonade,train,93,6105,33
75321,img/75321.png,1,cannibal tribe from indonesia will take muslim refugess in any amount,train,94,6912,6759
18350,img/18350.png,0,when you see the gas bill,train,95,29,1897
91547,img/91547.png,0,cheers to all the people who can change their minds when presented with information that contradicts their beliefs,train,96,30,5502
30247,img/30247.png,0,broken chair,train,97,3811,34
93741,img/93741.png,0,stop being a bitch,train,98,31,35
51243,img/51243.png,0,honestly how often do you masturbate?,train,99,2286,36
05384,img/05384.png,0,spending quality time with dad,train,100,32,7106
01845,img/01845.png,0,when you consume too much trans fat,train,101,33,4632
34791,img/34791.png,1,when i was a boy we didn't have things like adhd. it was called being a little bastard,train,102,6353,37
41385,img/41385.png,0,y'all kids claims to be victims of slavery when we were the ones who lived it,train,103,3748,38
34508,img/34508.png,1,jews are the problem. not just zionists or israelis. jews. all of them,train,104,4073,3950
80521,img/80521.png,0,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables,train,105,34,4156
34165,img/34165.png,0,be happy you dont have neanderthal dna,train,106,35,3183
93072,img/93072.png,1,"black people black people ""why would white america do this?""",train,107,1903,1793
25468,img/25468.png,1,white people walked on all fours before black people came and showed them how to stand up,train,108,3510,3393
09617,img/09617.png,0,when you turn on the light and realize you have been fisting the wrong hole,train,109,36,4522
96258,img/96258.png,1,its national hebrew day go pick up a hot girl,train,110,37,5794
96578,img/96578.png,1,mohammad is fucked by blink hacker group! oink oink! hi! my name's mohammad! fuck you muslims!,train,111,5769,5614
35618,img/35618.png,0,i woke up like this,train,112,3496,39
05249,img/05249.png,0,i am still so confused about the strategies in this game,train,113,2477,2351
57349,img/57349.png,0,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise.""",train,114,38,6867
78409,img/78409.png,1,i stand with hitler these was this time at auschwitz when i needed medical attention and doctor mengele was there for me,train,115,2411,40
29814,img/29814.png,1,"if you hold a black baby to your ear, you can hear the police sirens",train,116,7427,7281
20568,img/20568.png,0,meanwhile at the isis strip club,train,117,39,41
84269,img/84269.png,1,just ordered the new anne frank puzzle,train,118,40,42
68079,img/68079.png,1,what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus!,train,119,41,3161
41537,img/41537.png,1,i'm not transphobic i just think trans people shouldn't exist,train,120,4470,4331
12890,img/12890.png,0,hitler getting his tan on,train,121,2900,43
54102,img/54102.png,1,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice,train,122,42,44
63217,img/63217.png,0,when you're facetimeing and accidently fall down the stairs,train,123,5478,45
03271,img/03271.png,0,when your wife and girlfriend dont get along,train,124,6895,46
35264,img/35264.png,0,i like your cologne what is that? tricare? deers,train,125,6968,6823
63710,img/63710.png,1,literally nobody: white people sitting at the bar: can you put it on the golf channel??,train,126,43,2419
12348,img/12348.png,0,"bitch, say something else",train,127,2410,47
14052,img/14052.png,0,this is racist but this is not?????,train,128,5318,5163
81064,img/81064.png,0,"your tits... in my hands, put them you will",train,129,5764,5608
74391,img/74391.png,0,there must be some way this victimizes me,train,130,44,4078
36152,img/36152.png,0,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died",train,131,4544,4395
80256,img/80256.png,0,damn girl that's a policy i could get behind,train,132,4402,4263
21948,img/21948.png,0,this guy grabs your girl's ass in the bar what do you do?,train,133,7064,6923
70532,img/70532.png,0,it's important to listen to your elders please don't forget!,train,134,4760,48
25806,img/25806.png,0,when you have to make your own pool,train,135,5975,49
26759,img/26759.png,1,that look when you wanna cut a bitch but you remember your a changed man,train,136,45,3876
27398,img/27398.png,0,"if you believe that, i've got a virgin goat to sell you!",train,137,46,4159
18730,img/18730.png,0,immigration invasion learn the difference,train,138,47,5830
75216,img/75216.png,0,want one as a slave when you watch how slow they work and you wonder why anyone would,train,139,5934,5764
91754,img/91754.png,0,when you finally buy a dishwasher this works a lot better than a sponge,train,140,48,50
42153,img/42153.png,0,we build our houses with stone,train,141,5473,5329
83456,img/83456.png,1,whats the difference between santa and the jews santa goes down the chimney,train,142,6407,4
18673,img/18673.png,0,how to remember kid in hot car keep 2nd road beer with them,train,143,49,6767
97523,img/97523.png,0,you are so cute,train,144,4236,51
24631,img/24631.png,1,it's ma'am!! yooouu lookah like a man,train,145,3227,3094
23748,img/23748.png,0,bigbird singing to child on seasame street,train,146,4440,4301
69412,img/69412.png,0,best part about a hooker dying on you? the 2nd hour is free,train,147,6715,6547
59073,img/59073.png,0,the enemy within ilhan omar linda sarsour rashida tlaib ocasto-cortez,train,148,50,52
28405,img/28405.png,0,white people already paid reparations,train,149,51,2378
63492,img/63492.png,0,making america white again,train,150,4163,4038
92670,img/92670.png,0,"scared you today, didn't i?",train,151,3989,53
78351,img/78351.png,1,subway is similar to prostitution you pay someone else to do your wife's job,train,152,52,54
79856,img/79856.png,0,my friends coming to see me after a crazy friday night,train,153,4090,55
71436,img/71436.png,0,trump supporters be like mexicans stole my teeth,train,154,53,56
03258,img/03258.png,1,"i heard we can get free steroids in australia please help feed and house this poor, defenceless refugee. don't be racist and let me in!",train,155,4514,4368
20736,img/20736.png,1,go be gay somewhere else,train,156,54,57
50487,img/50487.png,0,celebreated 4/20 on january 5th because i know how to reduce fractions,train,157,2087,58
06431,img/06431.png,0,when the employee asks what bra size you wear,train,158,5181,59
51473,img/51473.png,1,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:,train,159,3520,3398
34901,img/34901.png,1,gays aids it really be like that,train,160,55,6653
28793,img/28793.png,0,congratulations it's non binary,train,161,56,5255
05172,img/05172.png,1,islam is the religion of peace! if you don't agree i kill you!,train,162,57,60
98501,img/98501.png,0,send me sexy pic,train,163,58,2418
96231,img/96231.png,0,when you're a convicted rapist but reruns of your show are still on tv because it's not like you tweeted something,train,164,6530,6348
81673,img/81673.png,0,when they don't get the memo that they lost the war,train,165,2430,61
48635,img/48635.png,1,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face,train,166,4676,62
43612,img/43612.png,1,racing for pink slips in africa,train,167,59,5713
15480,img/15480.png,1,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!",train,168,60,7
41830,img/41830.png,0,if he's marrying me then why's he fucking my mom,train,169,1882,63
81069,img/81069.png,0,when you bout to nut in your cousin and you hear the barn door open,train,170,61,4482
72584,img/72584.png,0,9 months before i was born i went to a party with my dad and left with my mom,train,171,62,7312
51763,img/51763.png,1,go be gay somewhere else,train,156,54,5889
06873,img/06873.png,1,just got a bootleg copy of muslim porn deep goat,train,172,63,3546
08523,img/08523.png,1,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant,train,173,2678,2554
06359,img/06359.png,0,what women think they'll do when the economy collapses vs what they'll actually do,train,174,64,1913
93260,img/93260.png,0,when she smiles at you from a distance,train,175,3951,64
40839,img/40839.png,0,see if you can find the guys from white chicks lol,train,176,2187,65
08516,img/08516.png,0,smirked at an adult media coverage: 30 days shot up a school media coverage: 2 days,train,177,3107,2975
53012,img/53012.png,0,"nothing says ""pull me over"" like some red solo cup brake lights!",train,178,4510,4365
76250,img/76250.png,1,chillin with my chromies,train,179,65,66
26198,img/26198.png,0,"hillary isn't in jail, the wall isn't built, isis hasn't been defeated & obamacare is still in place but trump gave himself a $23 million tax cut and that is important to me",train,180,6302,6134
61952,img/61952.png,0,what i say about the gunman every time there's a mass shooting,train,181,66,4726
80269,img/80269.png,0,this is really out of mein kampfert zone,train,182,67,67
05712,img/05712.png,0,god will forgive you no matter what you've done sweet,train,183,68,4740
72941,img/72941.png,0,hey liberals & democrats have you forgotten,train,184,4814,68
21853,img/21853.png,0,pure american muscle,train,185,5841,69
35219,img/35219.png,1,they stole ma chickin i stole their life,train,186,69,70
90146,img/90146.png,0,all races are equal,train,187,70,71
51278,img/51278.png,0,when you haven't stolen anything in a week,train,188,71,6968
63095,img/63095.png,0,when you have errands to run but you're too tired to deal,train,189,6869,72
96058,img/96058.png,0,husband gives massage.. ...aaaand now i have a dick in me,train,190,2947,2830
56871,img/56871.png,1,who cares if mexicans are offended americans are offended by illegal immigration,train,191,6838,73
25180,img/25180.png,1,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose,train,192,3704,3593
37259,img/37259.png,0,loyalty always has a cost some times it pays off... ...and some times you take a loss,train,193,5367,5212
48106,img/48106.png,1,fuck islam,train,194,6500,6323
19352,img/19352.png,0,ain't nothing but a goat,train,195,3581,74
65213,img/65213.png,0,"what your ancestors were doing july 4, 1776 what dummies do today for july 4th",train,196,72,6538
24368,img/24368.png,0,ignorance and hate will lead you to nothing but shame,train,197,3930,75
58426,img/58426.png,0,when there is no pinyata at the party but the emo kid just hung himself improvise. adapt. overcome,train,198,73,76
96785,img/96785.png,0,lost african tribe,train,199,74,4457
40567,img/40567.png,0,anne frank writing in her diary,train,200,5011,77
38625,img/38625.png,1,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)",train,201,4513,4367
04823,img/04823.png,0,definitely a new cultural era!,train,202,4575,4423
25368,img/25368.png,1,when you suicide bomb an islamic mosque during a friday worship,train,203,6719,78
93826,img/93826.png,0,"my wife asked me where i'd like to be buried apparently, ""balls deep in your sister"" wasn't the answer she was expecting",train,204,75,79
56392,img/56392.png,0,dick punch funny regardless of species,train,205,5602,5449
30986,img/30986.png,0,this beef is so raw its eating the salad,train,206,4910,4753
75823,img/75823.png,0,lisa page: obama doj ordered fbi not to prosecute hillary clinton why is the mainstream media ignoring this bombshell,train,207,5564,5411
84072,img/84072.png,0,when you're fucking but wanna make sure he's not stealing anything,train,208,76,6705
93147,img/93147.png,0,replaced kitty litter with pop rocks,train,209,7302,80
92874,img/92874.png,0,so..convert to islam or die?  i say fuck it..let's roll,train,210,1884,81
27946,img/27946.png,1,cadbury's halal creme eggs  now available in special edition,train,211,5130,82
93614,img/93614.png,0,"i'm sorry i left the seat up, it won't happen again",train,212,3323,3201
93521,img/93521.png,1,ever notice that christians are bad drivers,train,213,7034,6894
02691,img/02691.png,0,teaching them how to hunt young,train,214,7215,83
91708,img/91708.png,0,when mohamed puts it inside,train,215,77,2346
25783,img/25783.png,0,let's see if they get scared now ! bring they ass out here ! we will cut their heads off,train,216,4006,84
16098,img/16098.png,0,when you find out who's been eating your leftovers,train,217,2415,85
30452,img/30452.png,0,trump supporters be like show me where he lied,train,218,3969,3853
86491,img/86491.png,0,you are not wanted! you are a mental deficient!,train,219,78,6646
14530,img/14530.png,1,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head,train,220,2558,2431
81734,img/81734.png,0,when instincts take over,train,221,79,1650
04683,img/04683.png,0,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto",train,222,4870,4712
08593,img/08593.png,1,18 years later,train,223,2752,2631
92608,img/92608.png,0,says he alone is tough enough to defeat isis still too chickenshit to release his tax returns,train,224,5103,86
61453,img/61453.png,0,when you find the cake your mum was hiding from you,train,225,3463,3347
39601,img/39601.png,0,welcome refugees to poland's newest 5 star hotel,train,226,6848,6691
12035,img/12035.png,0,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back,train,227,5386,5241
56482,img/56482.png,1,heroin is destroying the white community keep up the good work heroin,train,228,5151,4997
56287,img/56287.png,0,"and then i says to her no, i got your nose",train,229,5871,87
19036,img/19036.png,0,infamous,train,230,3119,2986
34852,img/34852.png,1,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?",train,231,3862,3740
62804,img/62804.png,0,look at this throatagraph,train,232,5689,5540
81579,img/81579.png,0,the look your women gives you when you can't finsh the job,train,233,6649,88
80247,img/80247.png,0,the pimp hand strong enough for man but made for teaching,train,234,80,1649
52890,img/52890.png,0,wait this isn't my dog,train,235,5018,4856
02485,img/02485.png,0,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love,train,236,1938,1826
50793,img/50793.png,0,a muslim in congress wants to get rid of homeland security let that sink in,train,237,81,2242
13857,img/13857.png,0,this is why we shoot you guys,train,238,82,5845
43617,img/43617.png,0,this chick can't stand fishing,train,239,83,7031
70942,img/70942.png,1,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!",train,240,5351,5198
49601,img/49601.png,0,when your fifth pet eats food from another guys hand,train,241,4417,89
35102,img/35102.png,0,please be patient... we creating a better fuckup for all,train,242,3212,3080
10659,img/10659.png,0,chinese ppl be like happy thanksgiving,train,243,84,2086
36081,img/36081.png,0,in this edition we don't buy property; we steal it!,train,244,2767,2644
68325,img/68325.png,1,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds",train,245,2511,2388
39256,img/39256.png,0,"this isn't the way, there's always a better way",train,246,2145,90
98362,img/98362.png,1,it's ma'am look i found a penis,train,247,7209,91
38475,img/38475.png,0,"i don't always feel like i'm at the top of the gene pool but when i do, i'm at walmart",train,248,5710,17
49083,img/49083.png,0,when you catch your goat with another man ya done fucked up,train,249,85,4953
45938,img/45938.png,1,"hey, i just met you, and this is crazy, this is my grenade so blow me, maybe?",train,250,86,7
67823,img/67823.png,0,as much as abdul tried he could not get the fucker into first gear,train,251,87,2518
70928,img/70928.png,0,when you drink and drive you will get busted,train,252,1908,1801
24309,img/24309.png,0,when people ask me who my favorite golden girl is,train,253,4270,92
70925,img/70925.png,1,where did jimmy go during the bombing? everywhere,train,254,2325,2188
05269,img/05269.png,0,been talking shit about trump since day one. now crying like bitches after getting called out,train,255,88,93
61278,img/61278.png,0,in a wolrd full of these people be this person,train,256,5421,5276
81675,img/81675.png,0,when your boss asks for the report but you went out the past few nights,train,257,4372,94
38629,img/38629.png,0,a good heart goes a long way,train,258,2893,95
06458,img/06458.png,0,"oh, you're tired of my anti-trump posts? why don't you pray for me to stop?",train,259,89,6076
71364,img/71364.png,1,obama voters,train,260,90,96
26794,img/26794.png,0,feel that? it used to belong to bruce jenner,train,261,91,6908
85704,img/85704.png,0,how people look at me when i tell em i don't have kids,train,262,6181,6011
75102,img/75102.png,0,whose dick do i have to suck to get these charges dropped?,train,263,4418,4280
91268,img/91268.png,0,can afford to travel from romania to london still picks your pocket,train,264,92,97
42179,img/42179.png,0,immigrants illegal aliens,train,265,93,98
35097,img/35097.png,0,meanwhile at the isis strip club,train,117,39,41
83570,img/83570.png,0,the loudest one in the room.. is the weakest one in the room,train,266,5201,5048
56490,img/56490.png,1,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex,train,267,6896,6741
07968,img/07968.png,1,ernie mocks tyrone's lack of a father in front of the whole class,train,268,4743,99
81259,img/81259.png,1,when you see a child in a gay parade half naked twerking with everyone celebrating ernie prepares to commit a hate crime,train,269,6014,5859
19753,img/19753.png,1,"how many times do we have to teach you this lesson, you tranny freaks ?",train,270,4381,4238
61480,img/61480.png,1,why is it bad to be a black jew because you have to sit at the back of the oven,train,271,3253,3123
54790,img/54790.png,0,what people do in the bedroom is not anyone else's business,train,272,5360,100
43517,img/43517.png,1,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people",train,273,4131,4013
25068,img/25068.png,0,i really like 50 cent or as we call him in zimbabwe 4 billion dollars,train,274,7391,7249
35861,img/35861.png,0,banner in the streets hulk in the sheets,train,275,6781,6612
92741,img/92741.png,0,"wait, mohammad come back!! i didn't mean to laugh, really size doesh't matter to me lol",train,276,94,7082
51736,img/51736.png,1,"""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it",train,277,2922,101
26417,img/26417.png,0,left lanes need to exit right right lanes need to exit left here's 300 feet. make it happen,train,278,2388,2261
18407,img/18407.png,0,wing wing wing herro? thats racist!,train,279,95,102
47326,img/47326.png,0,we are soldiers and we fight for our countries to our last minutes,train,280,5312,103
50768,img/50768.png,0,"liz krueger, n.y. state democratic senater wants to infiltrate the nra and take it over yeah, just like she infiltrated mcdonalds all those years..",train,281,2183,2060
86594,img/86594.png,0,wait for it .. ,train,282,7271,7122
63581,img/63581.png,1,wants you to accept him for being a girl couldn't accept himself at birth,train,283,6942,6795
95426,img/95426.png,1,i hate all fucking jews they are scum of the earth,train,284,3504,3389
10264,img/10264.png,0,when you eat her ass and then she say that she don't suck dick... wayment,train,285,96,1666
79312,img/79312.png,0,for seal thanks.. very fucking useful,train,286,3531,3404
17832,img/17832.png,0,it's time we make peace with islam,train,287,97,104
15432,img/15432.png,0,when ur too young to know the concept of racism but ur happy cause u got a new pet,train,288,98,2751
34506,img/34506.png,0,what's the difference between menstrual blood and sand? you can't gargle sand,train,289,3102,2966
30492,img/30492.png,0,when i grow up i'm going to be a famous doctor,train,290,5782,105
31794,img/31794.png,0,i said a glass of orange juice not just any juice,train,291,99,4
04175,img/04175.png,1,im not racist because racism is a crime and crime is for black people,train,292,2740,2619
61578,img/61578.png,0,still smiles even when they are scared,train,293,7369,106
31479,img/31479.png,1,"the only ""perferred pronouns"" a tranny needs is ""it"" or ""thing""",train,294,2443,107
17659,img/17659.png,0,ex girfriends be like.. i don't even care what he does anymore!!!,train,295,1743,1641
29785,img/29785.png,1,"he's making a list, checking it twice gonna find out who's getting deported by i.c.e",train,296,3701,3587
17205,img/17205.png,1,i win again! parkinson's center,train,297,100,108
74132,img/74132.png,1,"fuck allah, fuck muslims and fuck islam. and if you don't like what i say then fuck",train,298,4964,4800
15649,img/15649.png,0,be kind to those less fortunate than you,train,299,101,109
51460,img/51460.png,0,love is love respect,train,300,102,110
60329,img/60329.png,0,we swore we'd never forget 911,train,301,2253,68
58276,img/58276.png,0,i may be blind but at least i'm rich!,train,302,6465,111
40752,img/40752.png,0,"you don't need an ar15 to protect yourself but he does, and this guy and this guy, and him and him and him",train,303,2850,2728
79315,img/79315.png,0,laughs in 52% of us crime rate,train,304,103,5277
03241,img/03241.png,0,when black people make white jokes when white people make black jokes,train,305,104,5724
38041,img/38041.png,0,justin trudeau the imam of canada,train,306,105,2092
40897,img/40897.png,0,"with sensitive ass people, my sense of humor is way too fucked up for that",train,307,6620,6456
56180,img/56180.png,0,my little brother ate all the scrabble tiles... sense than alexandria ocasio-corte ton and his shit makes more sense than alexandria ocasio cortez,train,308,4297,4167
37865,img/37865.png,0,i'm not saying that your perfume is too strong. all i'm saying is that the canary was alive before you got here,train,309,5001,112
36974,img/36974.png,0,do you have any idea how black you were going?,train,310,106,4693
61780,img/61780.png,1,you may be a racist if.. your response to a question from an african american is to mention the inner city 25 times,train,311,5546,5392
81546,img/81546.png,1,when i was a kid i thought black people were made from anal sex,train,312,107,4318
75432,img/75432.png,0,greetings ... time to run,train,313,4411,113
48703,img/48703.png,1,"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. """,train,314,108,114
81706,img/81706.png,0,when you have to fight captain america because you had an argument,train,315,6176,115
42319,img/42319.png,0,"chelsea clinton.. so ugly that when she gives head, it counts as anal",train,316,109,116
02139,img/02139.png,0,no less beautiful,train,317,7311,117
93568,img/93568.png,0,i'm so fucking gay i can't even think straight,train,318,6931,6786
06832,img/06832.png,1,government shills hate him!!! <<< this aussie shitposter removes 50 muslims with this one weird trick and basically you are fucking accelerated!,train,319,5013,4848
20971,img/20971.png,0,if i can't trust you i don't need you,train,320,5531,5379
70936,img/70936.png,0,everybody having kids /getting engaged and i'm over here like,train,321,6135,5968
04278,img/04278.png,0,never let someone who has done nothing tell you how to do anything,train,322,6195,118
